UNSDCODE,COUNTRY,ISOCODE,CIESINCODE,country_pop,Y1997TCC,Y1998TCC,Y1999TCC,Y2000TCC,Y2001TCC,Y2002TCC,Y2003TCC,Y2004TCC,Y2005TCC,Y2006TCC,Y2007TCC,Y2008TCC,Y2009TCC,Y2010TCC,Y2011TCC,Y2012TCC,Y2013TCC,Y2014TCC,Y2015TCC
850,United States Virgin Islands,VIR,850," 105,338 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
854,Burkina Faso,BFA,854," 16,154,789 ","894,310.75","686,953.09","577,648.54","1,705,478.93","999,186.66","1,323,794.02","1,016,715.31","973,798.59","1,052,935.21","879,347.32","849,925.80","670,996.18","865,081.24","811,269.04","710,678.32","438,773.84","629,580.08","516,530.28","320,062.55"
858,Uruguay,URY,858," 3,163,183 ",50.45,140.21,478.49,"2,338.44",48.08,263.32,275.86,891.05,"2,800.17",785.90,309.36,718.79,647.34,554.24,457.94,773.41,256.52,147.17,426.47
860,Uzbekistan,UZB,860," 27,314,265 ","4,534.88","3,478.62","4,394.70","5,964.70","10,067.71","2,371.68","1,463.24","55,997.31","5,743.20","2,182.62","1,862.37","1,198.21","3,746.20",352.02,"1,907.15","2,588.69","2,065.32","3,513.80","3,039.51"
862,Venezuela (Bolivarian Republic of),VEN,862," 26,548,410 ","294,348.04","457,599.87","166,624.30","425,499.04","701,650.55","314,133.96","1,145,330.64","444,758.35","543,049.52","348,391.20","712,459.48","503,002.42","407,020.95","732,003.56","185,625.43","162,090.74","426,391.41","568,101.18","371,319.29"
876,Wallis and Futuna Islands,WLF,876," 12,894 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
882,Western Samoa,WSM,882," 186,584 ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
887,Yemen,YEM,887," 23,090,573 ",0.05,1.41,0.05,0.03,1.22,18.69,3.48,531.56,2.58,5.49,2.33,0.89,6.52,1.68,3.89,5.85,1.14,2.28,1.25
894,Zambia,ZMB,894," 13,066,182 ","15,891,007.59","18,721,067.31","13,024,657.32","17,404,643.30","19,030,159.09","15,861,873.45","19,288,825.14","18,179,317.58","20,419,665.67","17,750,674.22","17,523,455.58","20,480,867.34","15,864,651.63","19,891,500.39","19,910,817.37","17,217,021.04","19,218,360.05","18,493,281.86","19,171,957.64"
999,Kosovo,KOS,999," 1,717,573 ",0.00,372.46,80.99,"7,791.90",0.00,5.64,108.16,127.19,103.07,23.19,"3,875.49",221.17,48.13,94.52,"3,508.84","1,472.27",774.56,325.70,134.94
